,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,17.27,18.63,20.22,20.57,20.43,19.71,19.12,19.14,19.29,19.09,18.25,17.20
1,0.34,0.33,0.33,0.35,0.37,0.33,0.33,0.31,0.33,0.32,0.35,0.38
