,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.35,17.58,21.22,26.09,31.15,34.65,36.13,36.46,33.93,29.40,22.73,16.72
1,0.70,0.70,0.69,0.69,0.70,0.73,0.73,0.71,0.69,0.70,0.71,0.72
