,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.75,13.66,17.02,20.53,24.45,27.14,29.00,29.03,26.56,23.03,19.36,14.84
1,0.66,0.62,0.61,0.59,0.60,0.65,0.61,0.58,0.65,0.56,0.70,0.64
