,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,17.94,20.57,24.98,27.75,28.41,28.20,28.00,28.07,28.02,26.49,22.98,19.05
1,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.18
