,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,29.70,30.60,30.90,30.66,30.09,28.53,27.63,28.12,29.02,29.30,29.36,29.25
1,0.22,0.19,0.21,0.21,0.20,0.21,0.22,0.21,0.22,0.20,0.20,0.22
