,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.35,25.56,26.27,26.81,27.29,26.75,26.57,26.75,26.96,26.79,26.49,25.68
1,0.17,0.17,0.16,0.18,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.16
