,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.59,15.77,17.19,18.55,19.95,20.30,19.69,19.78,20.06,19.19,17.70,16.16
1,0.32,0.35,0.36,0.33,0.33,0.33,0.34,0.33,0.32,0.32,0.32,0.32
