,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,26.77,28.02,30.09,31.16,31.44,29.88,29.48,29.81,29.39,28.30,27.41,26.47
1,0.76,0.73,0.75,0.74,0.73,0.75,0.74,0.74,0.73,0.73,0.74,0.77
