,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.96,17.94,20.32,20.85,20.83,20.11,19.64,19.67,19.57,19.17,17.66,15.65
1,0.40,0.33,0.22,0.24,0.32,0.28,0.23,0.24,0.28,0.22,0.25,0.36
