,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-30.27,-29.19,-22.28,-12.08,-2.11,5.42,8.93,6.82,1.12,-8.95,-20.78,-27.39
1,0.19,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.16,0.15,0.17,0.18
