,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-5.53,-5.11,-1.99,1.78,7.53,12.56,14.71,13.81,9.29,3.90,-0.98,-3.88
1,0.26,0.26,0.23,0.23,0.25,0.25,0.29,0.30,0.24,0.25,0.27,0.29
