,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,11.40,12.67,15.05,18.46,22.38,25.55,27.08,27.41,25.60,22.44,17.67,12.87
1,1.40,1.40,1.40,1.40,1.41,1.40,1.40,1.40,1.40,1.40,1.40,1.40
