,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,16.02,17.54,20.28,24.30,28.61,31.64,32.88,33.27,31.37,28.30,23.05,17.57
1,0.74,0.74,0.73,0.72,0.73,0.74,0.75,0.74,0.74,0.73,0.73,0.74
