,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-15.11,-15.41,-11.47,-4.96,1.45,7.38,9.90,8.77,4.32,-0.93,-6.43,-11.85
1,0.32,0.29,0.25,0.25,0.28,0.30,0.27,0.25,0.26,0.25,0.25,0.31
