,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-7.39,-7.47,-1.94,3.77,11.09,17.47,19.66,17.71,11.53,4.59,-1.04,-5.12
1,0.28,0.25,0.24,0.26,0.28,0.27,0.26,0.24,0.23,0.24,0.25,0.28
