,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.01,25.09,27.47,28.81,28.48,27.72,27.29,27.00,26.77,26.05,24.66,22.92
1,0.14,0.15,0.16,0.16,0.14,0.15,0.17,0.14,0.14,0.13,0.13,0.14
