,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,29.81,29.94,30.08,30.09,29.86,29.38,28.87,28.94,29.44,29.57,29.86,29.70
1,0.60,0.60,0.60,0.59,0.58,0.60,0.60,0.61,0.62,0.59,0.58,0.60
