,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,21.04,20.83,19.05,15.29,11.35,8.62,7.25,8.57,11.63,15.12,17.94,19.81
1,0.14,0.13,0.12,0.12,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.14
