,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,15.14,16.26,18.67,21.01,23.04,23.60,23.56,23.36,22.59,20.76,18.52,16.10
1,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.17,0.16,0.17
