,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,13.72,13.55,12.13,9.46,7.24,5.11,4.78,5.84,7.46,9.19,11.31,12.78
1,0.26,0.25,0.23,0.23,0.25,0.25,0.25,0.23,0.22,0.23,0.24,0.25
