,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-3.50,-2.93,-2.39,-0.48,2.90,5.98,7.74,7.34,4.95,1.83,-1.09,-3.02
1,0.49,0.44,0.44,0.49,0.55,0.56,0.53,0.49,0.45,0.51,0.62,0.58
