,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,10.71,10.83,9.70,7.02,4.57,2.37,1.68,2.78,4.43,6.08,7.90,9.60
1,0.69,0.70,0.70,0.69,0.69,0.70,0.70,0.69,0.69,0.69,0.69,0.70
