,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-9.55,-9.46,-6.20,0.22,5.60,10.06,11.95,11.35,7.35,2.92,-1.58,-6.28
1,0.37,0.36,0.39,0.37,0.34,0.46,0.46,0.39,0.38,0.36,0.37,0.41
