,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-3.86,-2.95,1.85,9.14,16.28,20.90,22.06,21.11,15.97,9.24,2.81,-1.55
1,0.47,0.43,0.43,0.45,0.44,0.47,0.50,0.44,0.46,0.42,0.47,0.53
