,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,2.97,4.10,6.67,9.21,13.06,16.31,18.45,18.11,15.71,11.37,6.70,3.92
1,0.21,0.19,0.17,0.17,0.17,0.17,0.20,0.20,0.20,0.17,0.19,0.21
