,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-4.11,-2.56,0.13,3.82,8.05,11.38,13.00,12.99,9.91,5.47,1.98,-2.28
1,0.84,0.83,0.83,0.83,0.82,0.82,0.82,0.83,0.84,0.83,0.83,0.83
