,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,8.67,9.27,11.20,14.42,18.51,21.88,24.46,24.74,22.15,18.13,14.23,10.63
1,1.45,1.09,1.08,1.13,1.14,1.21,1.28,1.17,1.11,1.07,1.18,1.54
