,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,6.59,7.15,9.03,12.08,16.21,19.94,22.53,22.70,19.91,15.71,12.00,8.41
1,1.44,1.39,1.35,1.33,1.37,1.49,1.55,1.42,1.34,1.36,1.40,1.44
