,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,17.02,17.38,18.75,19.95,21.09,21.01,20.43,20.47,20.55,19.69,18.59,17.42
1,0.48,0.50,0.51,0.49,0.47,0.47,0.47,0.48,0.50,0.48,0.47,0.48
