,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,28.02,28.27,28.14,27.14,26.97,26.39,26.13,27.27,28.81,29.65,29.25,28.17
1,0.47,0.48,0.45,0.44,0.44,0.45,0.47,0.47,0.44,0.45,0.45,0.45
