,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,23.46,23.63,23.45,22.74,21.82,21.16,20.18,20.28,20.81,21.34,22.28,22.95
1,0.56,0.59,0.57,0.57,0.56,0.57,0.57,0.56,0.59,0.58,0.57,0.60
