,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,29.34,29.71,29.59,28.78,27.63,26.83,26.21,26.23,26.82,27.42,28.29,28.86
1,0.70,0.70,0.70,0.70,0.71,0.70,0.71,0.73,0.71,0.70,0.71,0.70
