,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,28.36,28.88,28.69,27.63,26.18,25.15,24.07,24.02,24.65,25.43,26.68,27.62
1,0.41,0.41,0.39,0.39,0.40,0.39,0.41,0.40,0.38,0.40,0.41,0.38
