,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.47,25.96,25.69,24.56,23.08,22.30,21.16,21.01,21.49,22.24,23.49,24.56
1,0.38,0.37,0.37,0.38,0.37,0.37,0.36,0.37,0.36,0.37,0.38,0.39
