,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,33.47,34.75,34.67,33.49,32.13,30.04,28.56,28.24,29.30,30.99,32.80,32.76
1,0.33,0.33,0.34,0.33,0.33,0.32,0.32,0.33,0.33,0.32,0.32,0.33
