date,temp
1970.042,0.11750127976315904
1970.125,0.16110645507178853
1970.208,0.04228768049153461
1970.292,0.02165730226601607
1970.375,-0.03948991311952964
1970.458,-0.07617378558620469
1970.542,-0.030136415586030366
1970.625,-0.11461375843609191
1970.708,0.09151104170053954
1970.792,-0.019063925269182783
1970.875,-0.05437931144433446
1970.958,-0.16176501625625234
1971.042,-0.07920031659765633
1971.125,-0.2085567540124586
1971.208,-0.21284370098600383
1971.292,-0.1238492361951166
1971.375,-0.1116704594198413
1971.458,-0.16299994618874084
1971.542,-0.10402799440569264
1971.625,-0.09784587898710681
1971.708,-0.04636115372198669
1971.792,-0.07947372187913956
1971.875,-0.07590247366438024
1971.958,-0.17079960095290583
1972.042,-0.2861148942285287
1972.125,-0.1978907529888134
1972.208,0.011228858015200387
1972.292,-0.03395386166113366
1972.375,0.011733718068315406
1972.458,0.0073773263627328195
1972.542,-0.02972658943701476
1972.625,0.15778944398695743
1972.708,0.02143340003737455
1972.792,-0.004319354171375657
1972.875,0.007691930268062048
1972.958,0.18562928762223846
1973.042,0.22368831956982696
1973.125,0.27481545271300967
1973.208,0.21093627976751322
1973.292,0.25671709247556074
1973.375,0.22210539469378968
1973.458,0.14374006306057693
1973.542,0.06005518178137845
1973.625,0.031732539111371395
1973.708,0.03522567468196232
1973.792,0.060739747717949946
1973.875,0.032186647219403626
1973.958,-0.045577257848311195
1974.042,-0.17860023333984804
1974.125,-0.3031378203134446
1974.208,-0.1046743058985093
1974.292,-0.1119198793258551
1974.375,-0.06951474154285178
1974.458,-0.03972447502939887
1974.542,-0.042774161737223454
1974.625,0.15869649557973006
1974.708,-0.0359438208688675
1974.792,-0.0633561680230563
1974.875,-0.06271601512971868
1974.958,-0.11982508777512964
1975.042,0.030375786869630023
1975.125,0.1287869995040044
1975.208,0.1656847000626066
1975.292,0.06216070477781246
1975.375,0.16666005000808065
1975.458,0.0029430341055615545
1975.542,-0.039842278301434955
1975.625,-0.20376704778401628
1975.708,-0.035699857232765905
1975.792,-0.08911066011413855
1975.875,-0.20054422999317104
1975.958,-0.14666301315920846
1976.042,-0.05225443440721025
1976.125,-0.10161227446300537
1976.208,-0.21077331806988084
1976.292,-0.10296782749290119
1976.375,-0.28996640026025966
1976.458,-0.20119956610947773
1976.542,-0.04788449007922543
1976.625,-0.15601967679922799
1976.708,-0.018584742737197266
1976.792,-0.20346089572262185
1976.875,-0.0074972610790245385
1976.958,0.12161883449051622
1977.042,0.2974363444778351
1977.125,0.24271148694977143
1977.208,0.21474502482771174
1977.292,0.2660455065141467
1977.375,0.3531415292652854
1977.458,0.3267153077745089
1977.542,0.2350577838694427
1977.625,0.27284734712206127
1977.708,0.09916647787283223
1977.792,0.10108760204123776
1977.875,0.21017403529536782
1977.958,0.05249533537175306
1978.042,0.12164269710098603
1978.125,0.19844392894373067
1978.208,0.21730954546422232
1978.292,0.1803170184112674
1978.375,0.1392451094740302
1978.458,-0.001954955419272014
1978.542,0.09837619236346919
1978.625,-0.1883147224007793
1978.708,0.1274519654871513
1978.792,-0.010401499395147899
1978.875,0.17260701242527865
1978.958,0.09688520989543581
1979.042,0.15768039341046652
1979.125,-0.06426772018955769
1979.208,0.2155178065079291
1979.292,0.1962160721491176
1979.375,0.037381326745785544
1979.458,0.06639947785760889
1979.542,0.037986335421437985
1979.625,0.15504195041003271
1979.708,0.2830510372872283
1979.792,0.22853055416515114
1979.875,0.2824727389310487
1979.958,0.46239096232014576
1980.042,0.36487537651175384
1980.125,0.4667593458467009
1980.208,0.3938620338484278
1980.292,0.37917586006569726
1980.375,0.3479965198302538
1980.458,0.1852485645238884
1980.542,0.32275627478177576
1980.625,0.25605616430346323
1980.708,0.20871127714476656
1980.792,0.14955020485957893
1980.875,0.2802002290874069
1980.958,0.184223731305879
1981.042,0.5556132827521909
1981.125,0.42150784378280787
1981.208,0.4747186717848215
1981.292,0.2836703379541622
1981.375,0.2378747257449018
1981.458,0.33924864131423393
1981.542,0.38462242747936354
1981.625,0.4118488091048415
1981.708,0.22370094147478992
1981.792,0.12446130951814045
1981.875,0.2146046418402364
1981.958,0.4397815351533771
1982.042,0.10997540685184891
1982.125,0.15803371993656204
1982.208,0.011406203983391969
1982.292,0.06086259730926252
1982.375,0.15502971366430182
1982.458,0.07652035529340095
1982.542,0.13957645332749694
1982.625,0.06538173836886224
1982.708,0.14445301041018957
1982.792,0.10917538982594122
1982.875,0.1075031327871951
1982.958,0.3856062101983008
1983.042,0.46645550880752745
1983.125,0.4454431745415674
1983.208,0.3907604987116174
1983.292,0.30265762134483126
1983.375,0.35483730803367486
1983.458,0.20182177605827448
1983.542,0.1739931040997146
1983.625,0.3462282869257034
1983.708,0.4146539549823926
1983.792,0.14395103656122454
1983.875,0.27383980413960163
1983.958,0.18332551943743491
1984.042,0.2679062856792367
1984.125,0.14208248473604324
1984.208,0.31022542358107524
1984.292,0.12824354363746351
1984.375,0.34273705505755125
1984.458,0.060408031731386445
1984.542,0.05297538824132759
1984.625,0.13758797220080718
1984.708,0.22453757379742034
1984.792,0.08817837194424424
1984.875,-0.0024350443437597745
1984.958,-0.07895253771629233
1985.042,0.2687025120019696
1985.125,0.048553286500852146
1985.208,0.19750799685349066
1985.292,0.12691668326703928
1985.375,0.16782724483601777
1985.458,0.14429900792552652
1985.542,-0.010405363743125059
1985.625,0.18785816696101695
1985.708,0.15346059597204564
1985.792,0.1156186038717
1985.875,0.0812881969622783
1985.958,0.16613703783220135
1986.042,0.21850075302291733
1986.125,0.4274247297609918
1986.208,0.2838812566851932
1986.292,0.27855536840078304
1986.375,0.2361266657777149
1986.458,0.08163686966609918
1986.542,0.10806168264794583
1986.625,0.17040855461021742
1986.708,0.10265462909846501
1986.792,0.1397681338914527
1986.875,0.09711423152880816
1986.958,0.13831488897569882
1987.042,0.3272346743476908
1987.125,0.40052694683484075
1987.208,0.24354167203445162
1987.292,0.2519179083007768
1987.375,0.2798500879588109
1987.458,0.3499315650175828
1987.542,0.4407497891372552
1987.625,0.30939330687744615
1987.708,0.3555638110884273
1987.792,0.3035521589197331
1987.875,0.22081840697183408
1987.958,0.4671385654706047
1988.042,0.5356311254557107
1988.125,0.4290829543338439
1988.208,0.48527153876889645
1988.292,0.455895039254155
1988.375,0.4100440093755736
1988.458,0.409677628669959
1988.542,0.3330996483442803
1988.625,0.40341706604948213
1988.708,0.3943404948308309
1988.792,0.3001150533703866
1988.875,0.07341324778614072
1988.958,0.25054360383645197
1989.042,0.05693263310548799
1989.125,0.3559411254994365
1989.208,0.32990356219863576
1989.292,0.28985789459222117
1989.375,0.08242939628348359
1989.458,0.1181114489674523
1989.542,0.330719976539417
1989.625,0.3206165895968982
1989.708,0.35424843960349306
1989.792,0.3158597978322056
1989.875,0.15776286515453983
1989.958,0.4055709251285477
1990.042,0.40472443193822244
1990.125,0.3969049278304759
1990.208,0.7591793756850379
1990.292,0.5994864430480797
1990.375,0.5028327592573018
1990.458,0.3681685607450711
1990.542,0.4680817008580971
1990.625,0.3316115414561549
1990.708,0.31481847088203696
1990.792,0.4397895528595054
1990.875,0.42366567134908184
1990.958,0.3900593334944164
1991.042,0.42383092521649685
1991.125,0.5287245584420815
1991.208,0.4048527816569105
1991.292,0.5508477476671836
1991.375,0.3975964535990726
1991.458,0.5071573463487815
1991.542,0.5184883492610706
1991.625,0.43424919454585986
1991.708,0.4553661534203684
1991.792,0.3254924430131466
1991.875,0.3112039057051794
1991.958,0.34178627168301146
1992.042,0.4769734240391107
1992.125,0.4462707436490135
1992.208,0.4886277633921902
1992.292,0.2912221051912768
1992.375,0.2921034865053815
1992.458,0.24472228929628428
1992.542,0.12668823905149232
1992.625,0.09595140182133295
1992.708,-0.027831583608455654
1992.792,0.030269936004686658
1992.875,0.03075453298510781
1992.958,0.21874146186829413
1993.042,0.39206663551676635
1993.125,0.43136862019371497
1993.208,0.4026859998624119
1993.292,0.31722675381917376
1993.375,0.30705220888877105
1993.458,0.27130990951509176
1993.542,0.2811205699824274
1993.625,0.18876482665414127
1993.708,0.2053752205091019
1993.792,0.26860914018006216
1993.875,0.1377179689075221
1993.958,0.1977721332581952
1994.042,0.28582740702945303
1994.125,0.10756578664533564
1994.208,0.38886631781151954
1994.292,0.3997581361075567
1994.375,0.3130374601663906
1994.458,0.4115432816101622
1994.542,0.29322588984447884
1994.625,0.23149358153364644
1994.708,0.3475553684013756
1994.792,0.4276656476579212
1994.875,0.4379648318063344
1994.958,0.3440396279775709
1995.042,0.5085410415268594
1995.125,0.775560569034331
1995.208,0.49642293118299047
1995.292,0.5338537897954333
1995.375,0.3405133699097136
1995.458,0.4731830477499721
1995.542,0.5395524356144406
1995.625,0.5203954957331524
1995.708,0.41054919694845277
1995.792,0.4934094541092242
1995.875,0.4778208456876838
1995.958,0.29477666159464144
1996.042,0.31384019225927823
1996.125,0.5857165939806562
1996.208,0.46897729381585207
