,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,27.91,28.45,28.00,26.41,25.11,23.78,22.72,22.87,23.48,24.66,26.20,27.15
1,0.54,0.53,0.52,0.52,0.53,0.56,0.57,0.53,0.52,0.54,0.56,0.56
