longitude,latitude,temp
-120.0,89.21502685546875,2.4554193019866943
0.0,89.21502685546875,2.3339169025421143
120.0,89.21502685546875,1.8450592756271362
-160.0,87.64493560791016,2.188699722290039
-120.0,87.64493560791016,3.000502109527588
-80.0,87.64493560791016,3.326639413833618
-40.0,87.64493560791016,3.0792627334594727
0.0,87.64493560791016,2.3017711639404297
40.0,87.64493560791016,1.53341805934906
80.0,87.64493560791016,0.988784670829773
120.0,87.64493560791016,1.0953587293624878
160.0,87.64493560791016,1.7197093963623047
-168.75,86.0311508178711,2.1889891624450684
-146.25,86.0311508178711,3.1872150897979736
-123.75,86.0311508178711,3.6741020679473877
-101.25,86.0311508178711,3.9406635761260986
-78.75,86.0311508178711,3.858210325241089
-56.25,86.0311508178711,3.6473917961120605
-33.75,86.0311508178711,3.0223846435546875
-11.25,86.0311508178711,2.4766666889190674
11.25,86.0311508178711,1.7909578084945679
33.75,86.0311508178711,1.1531413793563843
56.25,86.0311508178711,1.060748815536499
78.75,86.0311508178711,0.7139815092086792
101.25,86.0311508178711,0.6245744824409485
123.75,86.0311508178711,0.7662484049797058
146.25,86.0311508178711,1.2445920705795288
168.75,86.0311508178711,1.6415809392929077
-171.81817626953125,84.39503479003906,2.404770612716675
-155.4545440673828,84.39503479003906,3.0793988704681396
-139.09091186523438,84.39503479003906,3.8324437141418457
-122.7272720336914,84.39503479003906,4.261582851409912
-106.36363983154297,84.39503479003906,4.445598125457764
-90.0,84.39503479003906,4.408963203430176
-73.63636016845703,84.39503479003906,4.364808559417725
-57.272727966308594,84.39503479003906,3.8786470890045166
-40.90909194946289,84.39503479003906,3.3405301570892334
-24.545454025268555,84.39503479003906,2.696627140045166
-8.181818008422852,84.39503479003906,2.3435072898864746
8.181818008422852,84.39503479003906,1.8016245365142822
24.545454025268555,84.39503479003906,1.1978561878204346
40.90909194946289,84.39503479003906,0.7117403149604797
57.272727966308594,84.39503479003906,0.5785394906997681
73.63636016845703,84.39503479003906,0.5770247578620911
90.0,84.39503479003906,0.25973954796791077
106.36363983154297,84.39503479003906,0.037931568920612335
122.7272720336914,84.39503479003906,0.5713460445404053
139.09091186523438,84.39503479003906,0.8321338295936584
155.4545440673828,84.39503479003906,1.3852689266204834
171.81817626953125,84.39503479003906,1.7694340944290161
-173.57142639160156,82.78807067871094,2.5896060466766357
-160.7142791748047,82.78807067871094,3.300692081451416
-147.85714721679688,82.78807067871094,3.8374719619750977
-135.0,82.78807067871094,4.370657920837402
-122.14286041259766,82.78807067871094,4.697749137878418
-109.28571319580078,82.78807067871094,4.764793395996094
-96.42857360839844,82.78807067871094,4.709632873535156
-83.57142639160156,82.78807067871094,4.640500545501709
-70.71428680419922,82.78807067871094,4.278842926025391
-57.85714340209961,82.78807067871094,3.959237575531006
-45.0,82.78807067871094,3.370234489440918
-32.14285659790039,82.78807067871094,2.6879663467407227
-19.285715103149414,82.78807067871094,2.4237582683563232
-6.4285712242126465,82.78807067871094,2.172595977783203
6.4285712242126465,82.78807067871094,1.6163629293441772
19.285715103149414,82.78807067871094,1.2358583211898804
32.14285659790039,82.78807067871094,1.0484459400177002
45.0,82.78807067871094,0.8202183246612549
57.85714340209961,82.78807067871094,0.9160829186439514
70.71428680419922,82.78807067871094,1.002221941947937
83.57142639160156,82.78807067871094,0.6725301742553711
96.42857360839844,82.78807067871094,0.031164424493908882
