,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-2.09,0.44,4.87,10.17,15.09,18.72,20.15,19.69,15.89,10.30,4.99,0.18
1,0.23,0.21,0.21,0.20,0.20,0.21,0.23,0.23,0.20,0.20,0.22,0.24
