,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,6.21,6.50,5.96,4.27,2.70,1.44,1.03,1.06,1.51,2.42,4.08,5.22
1,1.12,1.11,1.07,1.07,1.07,1.11,1.15,1.10,1.05,1.07,1.11,1.14
