,id,Code,Temp
217,4.0,AFG,-0.79
92,8.0,ALB,-0.38299999999999995
203,10.0,ATA,
116,12.0,DZA,-0.8959999999999999
138,20.0,AND,-0.419
18,24.0,AGO,-1.254
181,28.0,ATG,-1.245
54,31.0,AZE,
91,32.0,ARG,
36,36.0,AUS,-0.535
41,40.0,AUT,-0.355
201,44.0,BHS,-0.371
183,48.0,BHR,-1.48
176,50.0,BGD,-0.835
189,51.0,ARM,
126,52.0,BRB,-1.21
57,56.0,BEL,-0.373
121,64.0,BTN,-0.732
68,68.0,BOL,
40,70.0,BIH,-0.48200000000000004
123,72.0,BWA,
5,76.0,BRA,
156,84.0,BLZ,-0.349
79,90.0,SLB,
75,100.0,BGR,-0.57
135,104.0,MMR,-0.746
89,108.0,BDI,-1.034
169,112.0,BLR,-1.16
2,116.0,KHM,-0.9790000000000001
131,120.0,CMR,-0.9359999999999999
30,124.0,CAN,-1.345
166,132.0,CPV,-0.907
13,140.0,CAF,
204,144.0,LKA,-1.012
117,148.0,TCD,
145,152.0,CHL,
3,156.0,CHN,-0.721
225,170.0,COL,
216,174.0,COM,
94,178.0,COG,-1.433
210,180.0,COD,-1.224
192,188.0,CRI,
140,191.0,HRV,-0.456
50,192.0,CUB,-0.389
173,196.0,CYP,
149,203.0,CZE,-0.444
160,204.0,BEN,-0.72
90,208.0,DNK,-0.528
174,212.0,DMA,-1.286
170,214.0,DOM,-0.966
96,218.0,ECU,
86,222.0,SLV,
9,226.0,GNQ,-0.9279999999999999
177,231.0,ETH,
77,232.0,ERI,
158,233.0,EST,-1.585
66,242.0,FJI,
48,246.0,FIN,-1.6030000000000002
34,250.0,FRA,-0.375
163,262.0,DJI,
141,266.0,GAB,-1.03
93,268.0,GEO,
4,270.0,GMB,-0.8759999999999999
63,276.0,DEU,-0.385
15,288.0,GHA,-0.68
108,296.0,KIR,
74,300.0,GRC,-0.34700000000000003
88,304.0,GRL,
76,308.0,GRD,-1.162
191,320.0,GTM,
214,324.0,GIN,-0.727
70,328.0,GUY,
118,332.0,HTI,-0.903
200,340.0,HND,-0.488
107,348.0,HUN,-0.555
171,352.0,ISL,-0.585
31,356.0,IND,-0.767
147,360.0,IDN,-1.037
190,364.0,IRN,-1.268
84,368.0,IRQ,-1.042
83,372.0,IRL,-0.45
46,376.0,ISR,
87,380.0,ITA,-0.33899999999999997
110,384.0,CIV,-0.573
196,388.0,JAM,-0.607
114,392.0,JPN,-0.5770000000000001
130,398.0,KAZ,
37,400.0,JOR,
206,404.0,KEN,-0.8590000000000001
153,408.0,PRK,-0.723
207,410.0,KOR,-0.841
178,414.0,KWT,-1.403
25,417.0,KGZ,-0.878
193,418.0,LAO,-0.915
188,422.0,LBN,
215,426.0,LSO,
99,428.0,LVA,-1.37
197,430.0,LBR,-0.588
72,434.0,LBY,
164,438.0,LIE,-0.345
136,440.0,LTU,-1.149
212,442.0,LUX,-0.332
120,450.0,MDG,
82,454.0,MWI,-1.0490000000000002
52,458.0,MYS,-1.023
103,466.0,MLI,-1.0190000000000001
106,470.0,MLT,-0.171
187,478.0,MRT,-1.3019999999999998
167,480.0,MUS,
221,484.0,MEX,-0.794
218,492.0,MCO,-0.254
129,496.0,MNG,
134,498.0,MDA,-0.909
21,499.0,MNE,-0.44799999999999995
14,504.0,MAR,-1.421
97,508.0,MOZ,
17,512.0,OMN,-1.13
179,516.0,NAM,
224,524.0,NPL,-0.623
157,528.0,NLD,-0.373
223,554.0,NZL,-0.23
53,558.0,NIC,-0.624
56,562.0,NER,
182,566.0,NGA,-0.797
69,578.0,NOR,-0.8540000000000001
113,583.0,FSM,
12,585.0,PLW,
101,586.0,PAK,-0.706
219,591.0,PAN,
115,598.0,PNG,
155,600.0,PRY,
132,604.0,PER,
112,608.0,PHL,
23,616.0,POL,-0.6829999999999999
44,620.0,PRT,-1.149
16,624.0,GNB,-0.787
143,626.0,TLS,-0.958
47,634.0,QAT,-1.42
11,642.0,ROU,-0.737
185,643.0,RUS,
38,646.0,RWA,-1.021
10,659.0,KNA,-1.2409999999999999
59,662.0,LCA,-1.239
146,670.0,VCT,-1.25
49,674.0,SMR,-0.441
111,678.0,STP,-1.311
162,682.0,SAU,
184,686.0,SEN,-0.929
209,688.0,SRB,-0.674
1,690.0,SYC,
81,694.0,SLE,-0.605
168,702.0,SGP,-0.9279999999999999
142,703.0,SVK,-0.583
95,704.0,VNM,-0.963
8,705.0,SVN,-0.397
78,706.0,SOM,
208,710.0,ZAF,
35,716.0,ZWE,
39,724.0,ESP,-0.885
67,729.0,SDN,
32,740.0,SUR,
213,748.0,SWZ,
102,752.0,SWE,-1.119
144,756.0,CHE,-0.259
122,760.0,SYR,
133,762.0,TJK,-0.8220000000000001
205,764.0,THA,-0.909
100,768.0,TGO,-0.696
137,776.0,TON,
152,780.0,TTO,-1.14
175,784.0,ARE,-1.2830000000000001
71,788.0,TUN,-0.23
80,792.0,TUR,
98,795.0,TKM,-1.153
161,800.0,UGA,
51,804.0,UKR,-1.104
124,807.0,MKD,-0.43700000000000006
127,818.0,EGY,
27,826.0,GBR,-0.442
198,834.0,TZA,-0.935
0,840.0,USA,-0.765
159,854.0,BFA,-0.8059999999999999
109,858.0,URY,
139,860.0,UZB,-1.04
22,862.0,VEN,-1.1340000000000001
24,882.0,WSM,
73,887.0,YEM,
220,894.0,ZMB,
6,,REU,
7,,GGY,-0.239
19,,MAF,-1.3319999999999999
20,,ABW,-1.178
26,,SPM,-1.835
28,,FRO,-0.11900000000000001
29,,MNP,
33,,TCA,-0.9840000000000001
42,,ASM,
43,,GUM,
45,,CUW,-1.216
55,,MYT,-0.946
58,,NCL,-0.764
60,,SGS,
61,,FLK,
62,,MSR,-1.3359999999999999
64,,PRI,-1.045
65,,BLM,-1.3319999999999999
85,,PSE,-0.685
104,,AIA,-1.3319999999999999
105,,VGB,-1.2890000000000001
119,,IMN,-0.004
125,,VIR,-1.111
128,,MAC,-0.9209999999999999
148,,ESH,-1.561
150,,TWN,-0.973
151,,CYM,0.045
154,,NIU,
165,,JEY,-0.239
172,,GUF,-0.9540000000000001
180,,HMD,
186,,SJM,
194,,HKG,-0.93
195,,PYF,
199,,MTQ,-1.315
202,,ATF,
211,,ALA,-0.5670000000000001
222,,SXM,-1.3319999999999999
226,,GLP,-1.3319999999999999
