EA_min_temp,EA_max_temp,EA_min_date,EA_max_date,EA_months_count,Anomaly_min_temp,Anomaly_max_temp,Anomaly_min_year,Anomaly_max_year,Anomaly_year_count
-17.72933578,23.2205658,1/1/1970,8/1/2021,607,-3,3.8,1743,2020,275
