,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.84,28.53,31.69,33.06,31.90,29.73,28.93,29.01,29.51,28.85,27.66,25.76
1,0.31,0.26,0.24,0.29,0.34,0.29,0.26,0.27,0.26,0.23,0.36,0.39
