,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,11.05,12.53,16.10,19.58,21.73,22.33,22.15,22.10,21.76,20.05,16.56,12.62
1,0.47,0.44,0.44,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.44,0.46
