,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-4.11,-1.77,2.18,8.09,13.93,18.77,21.49,20.50,16.29,9.76,2.79,-2.39
1,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
