,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-7.29,-5.82,-2.79,1.05,5.35,9.04,10.49,10.21,7.33,2.74,-1.31,-5.48
1,0.64,0.53,0.51,0.54,0.52,0.54,0.55,0.52,0.50,0.50,0.52,0.61
