,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-5.73,-5.28,-1.38,5.47,11.61,15.85,17.16,16.42,12.06,6.74,1.57,-2.86
1,0.30,0.24,0.22,0.21,0.28,0.32,0.30,0.29,0.22,0.20,0.33,0.35
