,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.66,22.63,22.85,23.42,24.50,25.20,25.23,25.46,25.35,24.89,24.29,23.30
1,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21
