,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,24.81,24.94,25.37,25.92,26.96,27.78,27.99,28.16,27.98,27.46,26.66,25.39
1,0.21,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.23
