,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-18.22,-17.45,-9.62,1.57,8.55,13.64,16.14,13.66,7.79,0.02,-7.36,-13.74
1,0.18,0.18,0.17,0.15,0.16,0.17,0.18,0.16,0.15,0.16,0.15,0.17
