,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,21.42,21.44,21.70,21.86,22.23,21.92,21.45,21.67,21.68,21.58,21.81,21.56
1,0.56,0.48,0.48,0.47,0.48,0.48,0.49,0.50,0.53,0.52,0.50,0.56
