,id,Code,Temp
217,4.0,AFG,
92,8.0,ALB,-0.237
203,10.0,ATA,
116,12.0,DZA,
138,20.0,AND,-0.489
18,24.0,AGO,
181,28.0,ATG,
54,31.0,AZE,-0.552
91,32.0,ARG,
36,36.0,AUS,
41,40.0,AUT,-0.192
201,44.0,BHS,-0.563
183,48.0,BHR,
176,50.0,BGD,-1.12
189,51.0,ARM,-0.331
126,52.0,BRB,-0.727
57,56.0,BEL,-0.134
121,64.0,BTN,-1.125
68,68.0,BOL,
40,70.0,BIH,-0.161
123,72.0,BWA,
5,76.0,BRA,
156,84.0,BLZ,
79,90.0,SLB,
75,100.0,BGR,0.023
135,104.0,MMR,-1.043
89,108.0,BDI,
169,112.0,BLR,0.41100000000000003
2,116.0,KHM,
131,120.0,CMR,
30,124.0,CAN,-0.774
166,132.0,CPV,
13,140.0,CAF,
204,144.0,LKA,
117,148.0,TCD,
145,152.0,CHL,
3,156.0,CHN,-0.7659999999999999
225,170.0,COL,
216,174.0,COM,
94,178.0,COG,
210,180.0,COD,
192,188.0,CRI,
140,191.0,HRV,-0.187
50,192.0,CUB,-0.414
173,196.0,CYP,-0.429
149,203.0,CZE,-0.08900000000000001
160,204.0,BEN,
90,208.0,DNK,-0.43200000000000005
174,212.0,DMA,-0.7390000000000001
170,214.0,DOM,
96,218.0,ECU,
86,222.0,SLV,
9,226.0,GNQ,
177,231.0,ETH,
77,232.0,ERI,
158,233.0,EST,0.024
66,242.0,FJI,
48,246.0,FIN,-0.242
34,250.0,FRA,-0.34
163,262.0,DJI,
141,266.0,GAB,
93,268.0,GEO,-0.237
4,270.0,GMB,
63,276.0,DEU,-0.226
15,288.0,GHA,
108,296.0,KIR,
74,300.0,GRC,-0.337
88,304.0,GRL,-0.526
76,308.0,GRD,-0.732
191,320.0,GTM,
214,324.0,GIN,
70,328.0,GUY,-0.6970000000000001
118,332.0,HTI,
200,340.0,HND,
107,348.0,HUN,-0.013000000000000001
171,352.0,ISL,-0.8390000000000001
31,356.0,IND,-0.919
147,360.0,IDN,
190,364.0,IRN,-0.703
84,368.0,IRQ,-0.542
83,372.0,IRL,-0.444
46,376.0,ISR,-0.545
87,380.0,ITA,-0.43
110,384.0,CIV,
196,388.0,JAM,
114,392.0,JPN,-0.33899999999999997
130,398.0,KAZ,-1.287
37,400.0,JOR,
206,404.0,KEN,
153,408.0,PRK,-0.155
207,410.0,KOR,-0.33899999999999997
178,414.0,KWT,
25,417.0,KGZ,-1.3559999999999999
193,418.0,LAO,
188,422.0,LBN,-0.44299999999999995
215,426.0,LSO,
99,428.0,LVA,0.067
197,430.0,LBR,
72,434.0,LBY,
164,438.0,LIE,-0.171
