,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,22.63,22.61,23.02,23.53,24.43,24.57,24.38,24.54,24.45,24.14,23.92,23.16
1,0.15,0.16,0.15,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.15
