,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,25.67,25.70,26.18,26.70,27.50,27.55,27.49,27.71,27.75,27.40,27.06,26.13
1,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0.22
