,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.51,12.53,13.37,14.89,18.46,22.33,24.89,25.64,23.83,20.31,17.14,14.08
1,0.32,0.31,0.27,0.25,0.26,0.32,0.39,0.36,0.26,0.28,0.30,0.30
