,id,Code,Temp
217,4.0,AFG,0.021
92,8.0,ALB,0.087
203,10.0,ATA,
116,12.0,DZA,0.057
138,20.0,AND,0.254
18,24.0,AGO,0.054000000000000006
181,28.0,ATG,-0.076
54,31.0,AZE,-0.20199999999999999
91,32.0,ARG,-0.156
36,36.0,AUS,-0.19899999999999998
41,40.0,AUT,0.099
201,44.0,BHS,0.013999999999999999
183,48.0,BHR,-0.084
176,50.0,BGD,-0.033
189,51.0,ARM,-0.175
126,52.0,BRB,-0.11599999999999999
57,56.0,BEL,0.10800000000000001
121,64.0,BTN,0.028999999999999998
68,68.0,BOL,-0.184
40,70.0,BIH,0.125
123,72.0,BWA,0.057999999999999996
5,76.0,BRA,-0.113
156,84.0,BLZ,0.078
79,90.0,SLB,-0.073
75,100.0,BGR,-0.10300000000000001
135,104.0,MMR,-0.002
89,108.0,BDI,0.002
169,112.0,BLR,-0.102
2,116.0,KHM,-0.054000000000000006
131,120.0,CMR,0.037000000000000005
30,124.0,CAN,0.212
166,132.0,CPV,-0.11199999999999999
13,140.0,CAF,-0.011000000000000001
204,144.0,LKA,-0.011000000000000001
117,148.0,TCD,-0.038
145,152.0,CHL,-0.11699999999999999
3,156.0,CHN,0.025
225,170.0,COL,-0.075
216,174.0,COM,-0.003
94,178.0,COG,0.11199999999999999
210,180.0,COD,0.07
192,188.0,CRI,0.008
140,191.0,HRV,0.11599999999999999
50,192.0,CUB,-0.012
173,196.0,CYP,-0.045
149,203.0,CZE,0.016
160,204.0,BEN,0.045
90,208.0,DNK,0.063
174,212.0,DMA,-0.102
170,214.0,DOM,-0.065
96,218.0,ECU,-0.073
86,222.0,SLV,0.086
9,226.0,GNQ,0.032
177,231.0,ETH,-0.036000000000000004
77,232.0,ERI,-0.131
158,233.0,EST,0.013000000000000001
66,242.0,FJI,-0.039
48,246.0,FIN,0.191
34,250.0,FRA,0.19699999999999998
163,262.0,DJI,-0.047
141,266.0,GAB,0.019
93,268.0,GEO,-0.251
4,270.0,GMB,-0.087
63,276.0,DEU,0.067
15,288.0,GHA,0.033
108,296.0,KIR,-0.05
74,300.0,GRC,-0.012
88,304.0,GRL,0.19399999999999998
76,308.0,GRD,-0.127
191,320.0,GTM,0.105
214,324.0,GIN,-0.076
70,328.0,GUY,-0.128
118,332.0,HTI,-0.059000000000000004
200,340.0,HND,0.065
107,348.0,HUN,0.03
171,352.0,ISL,0.361
31,356.0,IND,-0.034
147,360.0,IDN,-0.10300000000000001
190,364.0,IRN,-0.077
84,368.0,IRQ,-0.124
83,372.0,IRL,0.14800000000000002
46,376.0,ISR,-0.047
87,380.0,ITA,0.195
110,384.0,CIV,-0.0
196,388.0,JAM,-0.066
114,392.0,JPN,-0.11199999999999999
130,398.0,KAZ,-0.32899999999999996
37,400.0,JOR,-0.066
206,404.0,KEN,0.026000000000000002
153,408.0,PRK,-0.06
207,410.0,KOR,-0.057999999999999996
178,414.0,KWT,-0.12300000000000001
25,417.0,KGZ,-0.255
193,418.0,LAO,-0.006
188,422.0,LBN,-0.013000000000000001
215,426.0,LSO,-0.045
99,428.0,LVA,0.006
197,430.0,LBR,-0.075
72,434.0,LBY,-0.023
164,438.0,LIE,0.165
136,440.0,LTU,-0.003
212,442.0,LUX,0.11199999999999999
120,450.0,MDG,-0.062
82,454.0,MWI,0.013000000000000001
52,458.0,MYS,-0.05
103,466.0,MLI,-0.038
106,470.0,MLT,0.185
187,478.0,MRT,-0.039
167,480.0,MUS,-0.079
221,484.0,MEX,0.152
218,492.0,MCO,0.218
129,496.0,MNG,-0.247
134,498.0,MDA,-0.22899999999999998
21,499.0,MNE,0.121
14,504.0,MAR,0.098
97,508.0,MOZ,0.008
17,512.0,OMN,-0.10400000000000001
179,516.0,NAM,0.038
224,524.0,NPL,0.035
157,528.0,NLD,0.08800000000000001
223,554.0,NZL,-0.235
53,558.0,NIC,0.048
56,562.0,NER,-0.034
182,566.0,NGA,0.031
69,578.0,NOR,0.22
113,583.0,FSM,-0.062
12,585.0,PLW,-0.092
101,586.0,PAK,-0.001
219,591.0,PAN,-0.049
115,598.0,PNG,-0.065
155,600.0,PRY,-0.205
132,604.0,PER,-0.111
112,608.0,PHL,-0.042
23,616.0,POL,-0.013000000000000001
44,620.0,PRT,0.212
16,624.0,GNB,-0.07200000000000001
143,626.0,TLS,-0.094
47,634.0,QAT,-0.087
11,642.0,ROU,-0.10800000000000001
185,643.0,RUS,0.086
38,646.0,RWA,-0.01
10,659.0,KNA,-0.08199999999999999
59,662.0,LCA,-0.12300000000000001
146,670.0,VCT,-0.128
49,674.0,SMR,0.156
111,678.0,STP,0.079
162,682.0,SAU,-0.106
184,686.0,SEN,-0.095
209,688.0,SRB,0.035
1,690.0,SYC,-0.026000000000000002
81,694.0,SLE,-0.085
168,702.0,SGP,-0.065
142,703.0,SVK,-0.005
95,704.0,VNM,-0.001
8,705.0,SVN,0.122
78,706.0,SOM,0.023
208,710.0,ZAF,-0.052000000000000005
35,716.0,ZWE,0.075
39,724.0,ESP,0.209
67,729.0,SDN,-0.15
32,740.0,SUR,-0.113
213,748.0,SWZ,0.083
102,752.0,SWE,0.156
144,756.0,CHE,0.182
122,760.0,SYR,-0.084
133,762.0,TJK,-0.141
205,764.0,THA,-0.049
100,768.0,TGO,0.043
137,776.0,TON,0.012
152,780.0,TTO,-0.126
175,784.0,ARE,-0.08900000000000001
71,788.0,TUN,0.183
80,792.0,TUR,-0.183
98,795.0,TKM,-0.16699999999999998
161,800.0,UGA,-0.022000000000000002
51,804.0,UKR,-0.24100000000000002
124,807.0,MKD,0.033
127,818.0,EGY,-0.096
27,826.0,GBR,0.145
198,834.0,TZA,0.043
0,840.0,USA,0.102
159,854.0,BFA,0.025
109,858.0,URY,-0.10800000000000001
139,860.0,UZB,-0.212
22,862.0,VEN,-0.136
24,882.0,WSM,0.027000000000000003
73,887.0,YEM,-0.07200000000000001
220,894.0,ZMB,0.07400000000000001
6,,REU,-0.047
