,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,14.83,16.02,18.48,21.02,23.31,24.84,24.79,24.56,23.58,20.97,17.84,15.33
1,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.18
