,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,7.35,8.13,10.44,12.99,15.62,18.02,18.57,18.45,17.52,14.25,10.60,8.10
1,0.27,0.26,0.25,0.25,0.27,0.26,0.26,0.26,0.25,0.25,0.26,0.27
