,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,29.45,30.10,30.88,31.19,31.29,30.93,30.76,30.83,30.76,30.43,30.11,29.52
1,0.27,0.28,0.28,0.26,0.27,0.28,0.27,0.27,0.27,0.27,0.26,0.27
