,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-0.61,-0.57,1.20,3.39,7.34,10.42,12.18,12.26,10.11,6.82,3.29,0.66
1,0.78,0.74,0.73,0.73,0.75,0.75,0.74,0.75,0.74,0.72,0.75,0.80
