,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,0.59,2.76,7.76,14.29,19.59,23.28,25.13,24.97,21.07,15.25,8.61,3.04
1,0.43,0.39,0.36,0.37,0.39,0.39,0.40,0.39,0.37,0.36,0.39,0.44
