,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,-6.41,-4.52,-1.27,3.97,8.99,12.56,13.90,13.64,9.90,4.84,1.23,-3.35
1,0.33,0.29,0.30,0.30,0.31,0.32,0.31,0.30,0.30,0.31,0.30,0.32
