,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,12.94,15.29,19.65,24.62,30.51,34.65,36.26,35.86,32.75,27.11,20.33,14.33
1,0.32,0.34,0.43,0.22,0.34,0.38,0.43,0.30,0.38,0.36,0.36,0.39
