,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,18.68,21.22,25.52,30.40,36.49,41.51,43.32,43.29,40.55,34.18,26.25,20.16
1,0.86,0.69,0.55,0.57,0.80,0.79,0.67,0.63,0.64,0.57,0.71,0.94
